Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,NumberOfWindows,Geo_Code,Claim
H6858,2014,0.5,0,N,V,V,U,2127.0,Non-combustible,without,69072,non
H5609,2013,1.0,0,V,V,V,U,641.0,Fire-resistive,without,43157,non
H4857,2015,1.0,0,V,N,O,R,1700.0,Ordinary,5,64445,non
H6926,2012,1.0,1,V,N,O,R,206.0,Fire-resistive,2,89024,non
H7263,2013,1.0,0,V,V,V,U,3350.0,Non-combustible,without,68166,non
H19616,2016,0.5,0,V,N,O,R,450.0,Non-combustible,4,95426,non
H19040,2016,0.5,0,V,N,O,R,4500.0,Wood-framed,5,6083,oui
H18737,2014,0.5,0,V,N,O,R,300.0,Non-combustible,2,38067,non
H17529,2013,1.0,0,V,N,O,R,858.0,Non-combustible,2,66182,non
H2660,2012,0.5,0,V,N,O,R,353.0,Fire-resistive,5,35288,non
H17083,2012,1.0,0,V,N,O,R,800.0,Non-combustible,3,95018,oui
H269,2014,1.0,0,N,V,V,U,570.0,Non-combustible,without,13205,non
H15790,2014,1.0,0,V,N,O,R,1911.0,Fire-resistive,4,36044,oui
H15971,2013,1.0,0,V,N,O,R,850.0,Non-combustible,5,62160,oui
H1425,2013,0.5,0,V,N,O,R,878.0,Non-combustible,3,21231,non
H13939,2013,1.0,0,N,V,V,U,1818.0,Fire-resistive,without,13106,non
H16919,2013,0.5,0,V,N,O,R,280.0,Fire-resistive,5,35288,oui
H7262,2013,1.0,0,N,V,V,U,1150.0,Non-combustible,without,68154,oui
H17851,2014,1.0,0,V,N,O,R,4501.0,Non-combustible,3,77327,oui
H15895,2014,1.0,0,V,N,O,R,2300.0,Non-combustible,3,31555,non
H136,2015,1.0,0,V,V,V,U,2500.0,Non-combustible,without,38485,oui
H13799,2016,0.5,1,N,V,V,U,3420.0,Non-combustible,without,77268,non
H16675,2012,1.0,1,V,N,O,R,4392.0,Ordinary,4,92032,non
H6591,2013,1.0,0,N,V,V,U,400.0,Fire-resistive,without,46102,non
H7318,2014,1.0,1,N,V,V,U,964.0,Non-combustible,without,13201,non
H12969,2015,1.0,0,N,V,V,U,6800.0,Fire-resistive,without,74012,oui
H3709,2012,0.5,0,V,V,V,U,850.0,Non-combustible,without,38416,non
H5142,2012,1.0,0,V,V,V,U,,Fire-resistive,without,,oui
H14995,2014,1.0,1,N,V,V,U,721.0,Ordinary,without,94068,non
H4564,2013,1.0,0,V,V,V,U,450.0,Fire-resistive,without,50218,non
H15057,2013,1.0,0,N,V,V,U,750.0,Fire-resistive,without,86041,non
H17489,2014,1.0,1,V,N,O,R,855.0,Fire-resistive,3,44194,non
H15702,2016,0.5,0,V,N,O,R,1181.0,Fire-resistive,5,86194,oui
H746,2014,1.0,1,V,V,V,U,1260.0,Ordinary,without,67482,non
H18747,2013,1.0,0,V,N,O,R,350.0,Fire-resistive,3,74056,non
H18404,2013,1.0,0,V,N,O,R,500.0,Ordinary,4,59512,non
H5507,2013,0.5,0,N,V,V,U,5657.0,Wood-framed,without,6121,non
H18456,2015,1.0,0,V,N,O,R,500.0,Fire-resistive,4,42305,non
H3707,2016,0.5,0,V,V,V,U,357.0,Fire-resistive,without,35093,non
H16356,2013,1.0,1,V,N,O,R,3362.0,Fire-resistive,4,91432,non
H12621,2014,1.0,0,N,V,V,U,1200.0,Non-combustible,without,83130,non
H15661,2016,0.5,0,V,N,O,R,520.0,Fire-resistive,4,17306,non
H19820,2016,0.5,1,V,N,O,R,2125.0,Non-combustible,5,31555,non
H13390,2012,1.0,0,N,V,V,U,600.0,Fire-resistive,without,17094,non
H16704,2014,1.0,0,V,N,O,R,1535.0,Non-combustible,5,76259,non
H4873,2014,1.0,0,V,N,O,R,1260.0,Non-combustible,3,31555,non
H15022,2014,1.0,0,V,N,O,R,2700.0,Non-combustible,3,14220,oui
H15826,2013,1.0,0,V,N,O,R,570.0,Wood-framed,2,6036,non
H529,2012,1.0,0,V,V,V,U,60.0,Wood-framed,without,6084,non
H6640,2012,1.0,0,N,V,V,U,804.0,Non-combustible,without,67434,non
H4485,2013,0.5,0,V,N,O,R,500.0,Wood-framed,4,6083,oui
H4711,2015,1.0,0,V,V,V,U,2518.0,Fire-resistive,without,91228,non
H2006,2014,1.0,1,N,V,V,U,1050.0,Fire-resistive,without,74182,non
H14428,2014,0.5,1,N,V,V,U,1568.0,Ordinary,without,92051,non
H6484,2012,1.0,0,N,V,V,U,900.0,Non-combustible,without,13206,non
H19574,2014,0.5,0,V,N,O,R,2280.0,Fire-resistive,4,84137,non
H13204,2015,1.0,1,V,N,O,R,1390.0,Non-combustible,4,34129,non
H19312,2014,1.0,0,V,V,V,U,,Fire-resistive,without,,non
H309,2012,1.0,0,V,V,V,U,445.0,Non-combustible,without,62193,non
H7435,2012,1.0,1,N,V,V,U,257.0,Non-combustible,without,51454,non
H324,2013,1.0,0,V,N,O,R,700.0,Non-combustible,4,63113,non
H5513,2012,1.0,1,V,V,V,U,1428.0,Ordinary,without,94080,non
H15820,2015,1.0,1,V,N,O,R,700.0,Wood-framed,5,75116,non
H18879,2012,0.5,1,V,N,O,R,1500.0,Non-combustible,3,65017,non
H17675,2016,0.5,1,V,N,O,R,2396.0,Ordinary,7,94002,oui
H15992,2012,1.0,1,V,N,O,R,3750.0,Wood-framed,7,75111,oui
H19124,2016,1.0,0,V,N,O,R,600.0,Non-combustible,5,13210,non
H13552,2012,1.0,0,N,V,V,U,3500.0,Non-combustible,without,59279,non
H7146,2013,0.5,0,V,V,V,U,432.0,Fire-resistive,without,12202,non
H7337,2013,0.5,1,N,V,V,U,1000.0,Non-combustible,without,13201,non
H14588,2012,1.0,0,N,V,V,U,724.0,Non-combustible,without,13205,non
H2593,2012,1.0,0,V,V,V,U,300.0,Fire-resistive,without,5177,non
H3430,2013,0.5,1,V,V,V,U,400.0,Ordinary,without,33063,non
H12616,2015,1.0,1,N,V,V,U,550.0,Wood-framed,without,75106,non
H13741,2014,1.0,0,N,V,V,U,325.0,Fire-resistive,without,74256,non
H12696,2016,0.5,0,N,V,V,U,2170.0,Fire-resistive,without,84007,non
H17887,2014,0.5,1,V,N,O,R,1200.0,Fire-resistive,3,37261,non
H5185,2014,0.5,0,V,V,V,U,1300.0,Wood-framed,without,6032,non
H18257,2013,1.0,1,V,N,O,R,750.0,Ordinary,5,92012,oui
H13623,2016,0.5,1,N,V,V,U,2250.0,Ordinary,without,94068,non
H13484,2014,1.0,1,N,V,V,U,3200.0,Ordinary,without,94052,oui
H14174,2013,1.0,0,N,V,V,U,800.0,Non-combustible,without,13001,non
H4477,2014,1.0,1,V,V,V,U,2131.0,Wood-framed,without,75105,non
H6991,2013,1.0,0,N,V,V,U,6628.0,Non-combustible,without,14220,oui
H2678,2014,0.5,0,V,N,O,R,426.0,Non-combustible,3,83069,non
H4989,2016,1.0,0,V,N,O,R,2320.0,Non-combustible,5,29058,oui
H17560,2012,1.0,0,V,N,O,R,1360.0,Wood-framed,8,75108,non
H6240,2012,1.0,0,V,V,V,U,462.0,Non-combustible,without,38421,non
H17950,2014,1.0,0,V,N,O,R,2462.0,Non-combustible,3,31555,non
H1372,2013,0.5,0,N,V,V,U,1037.0,Ordinary,without,38185,non
H5242,2013,1.0,0,N,V,V,U,1010.0,Non-combustible,without,13201,non
H17228,2012,1.0,1,V,N,O,R,1380.0,Wood-framed,7,75112,non
H5910,2014,1.0,0,V,V,V,U,320.0,Fire-resistive,without,5061,non
H15398,2014,1.0,1,V,N,O,R,2918.0,Non-combustible,4,31555,non
H2995,2013,0.5,0,V,N,O,R,1100.0,Non-combustible,5,63113,non
H7361,2012,1.0,1,N,V,V,U,800.0,Non-combustible,without,59350,oui
H13697,2014,1.0,0,N,V,V,U,550.0,Ordinary,without,33063,non
H19208,2015,0.5,0,V,N,O,R,500.0,Ordinary,3,2B033,non
H6311,2014,1.0,0,V,V,V,U,1100.0,Ordinary,without,92004,non
H6566,2015,1.0,0,N,V,V,U,1310.0,Fire-resistive,without,74180,non
H1701,2014,1.0,1,V,V,V,U,642.0,Non-combustible,without,69260,non
H1710,2012,1.0,1,N,V,V,U,1104.0,Ordinary,without,94067,non
H18141,2016,0.5,1,V,N,O,R,714.0,Ordinary,6,92012,non
H2055,2013,1.0,0,V,V,V,U,3583.0,Non-combustible,without,34172,non
H328,2013,0.5,0,V,N,O,R,2985.0,Fire-resistive,5,63032,non
H18411,2013,1.0,1,V,N,O,R,2930.0,Ordinary,4,94016,oui
H575,2012,1.0,1,V,V,V,U,189.0,Fire-resistive,without,12176,non
H1717,2012,1.0,1,V,V,V,U,880.0,Wood-framed,without,75110,non
H7058,2013,1.0,0,N,V,V,U,900.0,Non-combustible,without,13204,non
H5715,2015,1.0,1,V,V,V,U,1300.0,Ordinary,without,93027,non
H4833,2012,1.0,0,V,V,V,U,799.0,Non-combustible,without,21231,oui
H4587,2014,1.0,0,V,V,V,U,1832.0,Non-combustible,without,64122,non
H3720,2014,1.0,0,V,V,V,U,465.0,Fire-resistive,without,42187,non
H19690,2016,0.5,0,V,N,O,R,200.0,Non-combustible,3,40088,oui
H17739,2013,1.0,0,V,N,O,R,708.0,Non-combustible,4,31555,non
H12838,2013,1.0,0,N,V,V,U,10.0,Non-combustible,without,34108,non
H18722,2013,1.0,0,V,N,O,R,2620.0,Non-combustible,6,63113,oui
H16444,2015,0.5,0,V,V,V,U,,Non-combustible,without,,non
H2525,2014,1.0,0,V,N,O,R,950.0,Ordinary,5,54395,non
H18277,2013,1.0,0,V,N,O,R,460.0,Non-combustible,2,83123,non
H2600,2012,1.0,0,V,V,V,U,800.0,Non-combustible,without,63113,non
H16070,2014,0.5,1,V,N,O,R,1250.0,Ordinary,5,92050,non
H15320,2016,1.0,0,V,N,O,R,1210.0,Fire-resistive,3,35288,oui
H4672,2016,0.5,0,V,N,O,R,5434.0,Wood-framed,6,6104,oui
H15881,2012,1.0,1,V,N,O,R,2549.0,Wood-framed,6,75109,oui
H1301,2016,0.5,0,V,V,V,U,1880.0,Ordinary,without,67482,non
H16448,2013,1.0,0,V,N,O,R,350.0,Non-combustible,3,66136,non
H13614,2012,1.0,0,N,V,V,U,230.0,Non-combustible,without,66136,non
H16364,2015,1.0,0,V,N,O,R,4500.0,Non-combustible,6,13210,non
H18645,2016,0.5,0,V,N,O,R,2770.0,Non-combustible,3,90075,non
H279,2012,1.0,0,V,N,O,R,900.0,Non-combustible,5,13201,non
H13770,2012,1.0,1,N,V,V,U,400.0,Ordinary,without,92046,non
H14442,2016,1.0,0,N,V,V,U,480.0,Non-combustible,without,51454,non
H3633,2014,1.0,1,V,V,V,U,735.0,Ordinary,without,94080,non
H16648,2016,0.5,0,V,N,O,R,14350.0,Non-combustible,7,57368,oui
H3266,2016,0.5,0,V,V,V,U,1475.0,Non-combustible,without,30937,non
H3682,2016,0.5,0,V,N,O,R,2500.0,Non-combustible,5,63113,non
H13838,2013,1.0,0,N,V,V,U,286.0,Ordinary,without,33063,oui
H6262,2016,1.0,0,V,N,O,R,280.0,Non-combustible,5,95582,oui
H1658,2012,1.0,0,V,V,V,U,432.0,Non-combustible,without,13215,oui
H6878,2013,1.0,0,N,V,V,U,530.0,Non-combustible,without,38185,non
H19914,2016,0.5,0,V,N,O,R,3762.0,Non-combustible,7,78646,non
H6995,2013,0.5,0,N,V,V,U,150.0,Non-combustible,without,83061,non
H14134,2013,1.0,0,N,V,V,U,450.0,Non-combustible,without,13206,non
H6872,2012,1.0,1,N,V,V,U,287.0,Fire-resistive,without,18033,non
H15483,2012,1.0,1,V,N,O,R,8960.0,Non-combustible,3,13215,non
H15446,2015,1.0,0,V,N,O,R,840.0,Non-combustible,3,66136,oui
H4414,2016,0.5,0,V,V,V,U,450.0,Fire-resistive,without,50218,non
H16167,2014,1.0,0,V,N,O,R,300.0,Non-combustible,2,31555,non
H17695,2012,1.0,0,V,N,O,R,433.0,Fire-resistive,2,21405,non
H15908,2013,1.0,1,V,N,O,R,500.0,Wood-framed,5,75111,non
H15429,2015,0.5,0,V,N,O,R,1556.0,Fire-resistive,4,86041,non
H18766,2013,1.0,0,V,N,O,R,3369.0,Wood-framed,3,6032,oui
H6203,2012,1.0,0,V,N,O,R,2346.0,Non-combustible,9,42218,non
H14936,2015,0.5,1,N,V,V,U,600.0,Non-combustible,without,76351,non
H5215,2013,0.5,0,N,V,V,U,910.0,Ordinary,without,54395,non
H14247,2014,1.0,1,N,V,V,U,3610.0,Fire-resistive,without,74213,oui
H2354,2012,1.0,0,V,V,V,U,460.0,Fire-resistive,without,85060,non
H16635,2016,0.5,0,V,N,O,R,1200.0,Non-combustible,4,30189,non
H1944,2014,1.0,1,V,N,O,R,620.0,Non-combustible,5,64122,non
H12995,2015,1.0,0,V,N,O,R,3600.0,Non-combustible,2,13210,non
H13159,2015,1.0,0,N,V,V,U,528.0,Fire-resistive,without,13087,non
H15643,2012,1.0,0,V,N,O,R,2500.0,Fire-resistive,5,42279,non
H14302,2016,1.0,1,N,V,V,U,330.0,Wood-framed,without,75114,non
H13691,2013,1.0,0,N,V,V,U,140.0,Ordinary,without,33063,non
H19075,2012,0.5,0,V,N,O,R,1751.0,Fire-resistive,5,10362,oui
H17301,2014,1.0,1,V,N,O,R,716.0,Fire-resistive,2,33555,non
H14644,2012,1.0,1,V,N,O,R,3473.0,Fire-resistive,3,74293,oui
H18439,2012,0.5,0,V,N,O,R,310.0,Non-combustible,2,83081,non
H1615,2012,1.0,1,V,V,V,U,4600.0,Non-combustible,without,38185,non
H18711,2013,0.5,0,V,N,O,R,15000.0,Non-combustible,5,57463,oui
H16559,2012,1.0,1,V,N,O,R,500.0,Wood-framed,4,75118,non
H15251,2012,0.5,0,V,N,O,R,288.0,Non-combustible,2,26198,non
H7429,2015,1.0,0,N,V,V,U,700.0,Non-combustible,without,13001,non
H6113,2012,1.0,0,V,N,O,R,700.0,Non-combustible,3,83068,oui
H18666,2012,0.5,1,V,N,O,R,6813.0,Ordinary,7,92035,oui
H3966,2013,0.5,0,V,V,V,U,400.0,Fire-resistive,without,61169,non
H18329,2012,0.5,1,V,N,O,R,3000.0,Wood-framed,9,75117,oui
H14110,2013,1.0,0,N,V,V,U,1200.0,Ordinary,without,93066,non
H4223,2014,1.0,1,V,N,O,R,1339.0,Wood-framed,7,75115,non
H17537,2014,1.0,1,V,N,O,R,1109.0,Ordinary,5,94080,non
H2686,2012,1.0,0,N,V,V,U,200.0,Non-combustible,without,13202,oui
H4320,2015,1.0,0,V,V,V,U,1056.0,Ordinary,without,64483,oui
H15232,2015,1.0,1,V,N,O,R,1200.0,Ordinary,5,94068,non
H4744,2012,1.0,0,V,V,V,U,2115.0,Non-combustible,without,21231,non
H396,2013,1.0,0,V,N,O,R,530.0,Wood-framed,6,6069,non
H17841,2014,1.0,1,V,N,O,R,350.0,Non-combustible,3,60513,non
H18688,2015,0.5,1,V,N,O,R,4490.0,Fire-resistive,3,45282,oui
H3724,2012,1.0,0,V,V,V,U,576.0,Fire-resistive,without,42187,non
H19794,2015,0.5,0,V,N,O,R,175.0,Non-combustible,2,34259,non
H13490,2012,1.0,0,N,V,V,U,4500.0,Non-combustible,without,42218,oui
H7193,2013,0.5,1,N,V,V,U,3950.0,Wood-framed,without,75116,non
H436,2014,1.0,0,V,V,V,U,1000.0,Non-combustible,without,34324,oui
H4119,2014,1.0,0,V,V,V,U,630.0,Non-combustible,without,62108,non
H3699,2012,1.0,0,V,V,V,U,980.0,Ordinary,without,54395,non
H16646,2014,1.0,0,V,N,O,R,2100.0,Non-combustible,6,13203,non
H14449,2013,0.5,1,N,V,V,U,2646.0,Ordinary,without,92012,non
H2242,2015,0.5,1,V,V,V,U,3482.0,Wood-framed,without,6088,non
H2722,2013,1.0,0,V,N,O,R,600.0,Non-combustible,4,63113,non
H3206,2013,1.0,0,V,V,V,U,6260.0,Non-combustible,without,13202,oui
H3218,2014,0.5,0,V,V,V,U,640.0,Non-combustible,without,13206,oui
H4609,2012,1.0,0,N,V,V,U,1250.0,Fire-resistive,without,74264,non
H2403,2014,1.0,0,V,V,V,U,550.0,Non-combustible,without,38931,non
H12792,2013,1.0,0,N,V,V,U,1000.0,Non-combustible,without,13206,non
H3161,2013,0.5,0,V,V,V,U,450.0,Non-combustible,without,13210,non
H14824,2016,0.5,1,N,V,V,U,1000.0,Wood-framed,without,6088,oui
H13926,2012,1.0,1,N,V,V,U,800.0,Wood-framed,without,75112,non
H7069,2013,1.0,0,N,V,V,U,420.0,Ordinary,without,83137,non
H15806,2012,1.0,0,V,N,O,R,977.0,Non-combustible,3,83118,oui
H2604,2013,1.0,0,V,V,V,U,700.0,Wood-framed,without,6088,non
H13446,2014,1.0,1,N,V,V,U,450.0,Wood-framed,without,6088,non
H5015,2012,1.0,0,V,V,V,U,1232.0,Non-combustible,without,29232,oui
H16557,2012,1.0,0,V,N,O,R,2000.0,Non-combustible,1,66182,oui
H18749,2012,0.5,1,V,N,O,R,2414.0,Non-combustible,4,69244,non
H17616,2012,1.0,1,V,N,O,R,365.0,Wood-framed,4,6159,non
H18743,2012,0.5,1,V,N,O,R,2790.0,Non-combustible,8,65388,non
H18137,2014,1.0,1,V,N,O,R,200.0,Ordinary,4,33063,non
H13119,2012,1.0,0,N,V,V,U,600.0,Fire-resistive,without,86041,non
H16688,2014,1.0,0,V,N,O,R,3000.0,Fire-resistive,4,74040,non
H18036,2012,1.0,0,V,N,O,R,5350.0,Fire-resistive,5,27229,oui
H17059,2015,1.0,1,V,N,O,R,750.0,Non-combustible,2,83126,non
H344,2013,1.0,0,V,V,V,U,585.0,Non-combustible,without,21231,non
H14210,2012,1.0,0,N,V,V,U,500.0,Non-combustible,without,31555,non
H15433,2015,1.0,0,V,N,O,R,1100.0,Fire-resistive,4,86194,oui
H5819,2014,0.5,0,V,V,V,U,3600.0,Fire-resistive,without,21278,oui
H4720,2012,1.0,0,V,V,V,U,337.0,Non-combustible,without,34032,non
H15599,2014,1.0,0,V,N,O,R,300.0,Ordinary,3,67482,non
H13765,2013,1.0,0,V,N,O,R,3380.0,Ordinary,5,2A004,non
H16758,2013,0.5,1,V,N,O,R,2400.0,Non-combustible,6,59183,non
H18193,2012,0.5,0,V,N,O,R,330.0,Non-combustible,3,59328,non
H1433,2015,1.0,0,V,V,V,U,659.0,Non-combustible,without,21231,oui
H14250,2016,1.0,0,N,V,V,U,1950.0,Wood-framed,without,6161,non
H14904,2016,0.5,1,N,V,V,U,615.0,Wood-framed,without,75119,non
H4302,2013,1.0,0,V,V,V,U,1589.0,Fire-resistive,without,74119,non
H6816,2016,1.0,1,V,N,O,R,950.0,Wood-framed,6,75111,non
H4607,2013,0.5,0,V,V,V,U,420.0,Non-combustible,without,62108,non
H13394,2015,1.0,1,N,V,V,U,660.0,Ordinary,without,93055,non
H2812,2016,0.5,0,V,V,V,U,4500.0,Fire-resistive,without,91687,non
H4955,2012,1.0,0,V,N,O,R,7200.0,Fire-resistive,5,7010,non
H18460,2012,0.5,0,V,N,O,R,1312.0,Non-combustible,2,83065,non
H19130,2012,0.5,0,V,N,O,R,2397.0,Non-combustible,4,62160,non
H4378,2014,1.0,0,V,N,O,R,3625.0,Fire-resistive,3,63075,non
H6757,2014,1.0,0,V,N,O,R,1650.0,Non-combustible,3,62108,non
H3061,2014,0.5,0,V,V,V,U,350.0,Non-combustible,without,34324,non
H2346,2014,1.0,0,V,V,V,U,539.0,Fire-resistive,without,88160,oui
H7342,2016,1.0,0,V,N,O,R,476.0,Wood-framed,4,6088,non
H15690,2015,1.0,0,V,N,O,R,4400.0,Fire-resistive,6,42147,oui
H17060,2013,1.0,1,V,N,O,R,1000.0,Wood-framed,5,75113,non
H13338,2014,1.0,1,V,N,O,R,765.0,Ordinary,7,38185,non
H2431,2012,1.0,0,V,V,V,U,450.0,Fire-resistive,without,73065,non
H15583,2012,1.0,0,V,N,O,R,2550.0,Fire-resistive,3,42299,non
H17832,2012,0.5,0,V,N,O,R,3580.0,Fire-resistive,4,13056,oui
H19774,2016,0.5,0,V,N,O,R,1600.0,Non-combustible,2,30133,non
H14365,2013,1.0,1,V,N,O,R,1425.0,Ordinary,4,92050,non
H16997,2012,1.0,1,V,N,O,R,1200.0,Ordinary,6,94067,oui
H3583,2013,1.0,0,V,N,O,R,963.0,Non-combustible,2,30062,non
H530,2012,1.0,1,V,V,V,U,438.0,Wood-framed,without,6088,non
H4040,2013,0.5,0,V,V,V,U,320.0,Fire-resistive,without,10387,oui
H15209,2015,1.0,0,V,V,V,U,,Fire-resistive,without,,non
H286,2015,1.0,0,V,V,V,U,1450.0,Non-combustible,without,14488,non
H3949,2015,1.0,0,V,V,V,U,950.0,Non-combustible,without,26347,non
H6303,2012,0.5,0,V,V,V,U,500.0,Ordinary,without,94017,non
H1846,2012,1.0,0,V,V,V,U,850.0,Ordinary,without,54395,non
H361,2015,1.0,0,V,V,V,U,1600.0,Non-combustible,without,34172,non
H6177,2016,0.5,0,V,N,O,R,2500.0,Fire-resistive,5,81004,non
H15678,2012,1.0,0,V,N,O,R,9390.0,Non-combustible,9,78372,oui
H15555,2016,0.5,1,V,N,O,R,620.0,Ordinary,3,94071,non
H2522,2013,1.0,0,V,N,O,R,996.0,Ordinary,4,54395,oui
H14373,2012,1.0,0,N,V,V,U,978.0,Non-combustible,without,26281,non
H15836,2012,1.0,1,V,N,O,R,4100.0,Ordinary,>=10,92012,non
H18653,2013,1.0,1,V,N,O,R,610.0,Fire-resistive,4,33063,non
H5197,2012,1.0,1,V,V,V,U,1020.0,Ordinary,without,33063,non
H13114,2016,0.5,1,N,V,V,U,630.0,Ordinary,without,92035,non
H14921,2015,1.0,0,N,V,V,U,2800.0,Non-combustible,without,62571,non
H17056,2012,1.0,1,V,N,O,R,800.0,Non-combustible,3,78545,non
H6222,2012,1.0,1,N,V,V,U,5335.0,Non-combustible,without,56121,non
H5248,2012,1.0,0,N,V,V,U,10000.0,Ordinary,without,83137,oui
H3677,2015,1.0,0,V,N,O,R,410.0,Ordinary,6,54395,non
H6359,2013,1.0,0,V,N,O,R,228.0,Non-combustible,4,83042,non
H3306,2012,1.0,0,V,N,O,R,3200.0,Non-combustible,4,68278,oui
H15622,2013,0.5,1,V,N,O,R,4890.0,Non-combustible,3,56260,non
H4551,2012,1.0,0,V,V,V,U,1.0,Ordinary,without,92078,non
H6558,2016,0.5,1,N,V,V,U,180.0,Ordinary,without,94078,non
H18719,2016,0.5,0,V,N,O,R,3100.0,Wood-framed,6,6004,non
H6852,2013,1.0,1,N,V,V,U,440.0,Non-combustible,without,66072,non
H13777,2015,1.0,1,V,N,O,R,6010.0,Ordinary,9,92002,non
H13311,2015,1.0,1,V,N,O,R,2640.0,Ordinary,4,67482,non
H2893,2013,1.0,0,V,V,V,U,975.0,Non-combustible,without,83034,non
H18821,2014,0.5,1,V,N,O,R,3350.0,Wood-framed,8,75119,non
H17774,2014,1.0,0,V,N,O,R,2465.0,Ordinary,2,2A247,non
H15405,2012,1.0,0,V,N,O,R,1300.0,Fire-resistive,3,35288,oui
H16811,2012,1.0,1,V,N,O,R,770.0,Non-combustible,4,59183,oui
H18634,2014,1.0,1,V,N,O,R,2315.0,Fire-resistive,5,16374,non
H15319,2015,1.0,1,V,N,O,R,2873.0,Ordinary,4,93046,non
H12965,2016,0.5,0,N,V,V,U,605.0,Non-combustible,without,83118,non
H7450,2013,1.0,0,N,V,V,U,1300.0,Wood-framed,without,75120,non
H5401,2014,1.0,1,N,V,V,U,357.0,Wood-framed,without,6083,non
H17590,2012,1.0,0,V,N,O,R,400.0,Non-combustible,3,13215,non
H6080,2013,0.5,0,N,V,V,U,2166.0,Non-combustible,without,21231,oui
H14931,2016,0.5,1,V,N,O,R,1010.0,Ordinary,6,92049,non
H15334,2016,1.0,1,V,N,O,R,1320.0,Non-combustible,6,13206,non
H16939,2015,1.0,0,V,N,O,R,2051.0,Non-combustible,2,66182,non
H3670,2013,0.5,1,N,V,V,U,260.0,Fire-resistive,without,41018,non
H3135,2012,1.0,0,V,V,V,U,14200.0,Non-combustible,without,14118,non
H7372,2015,0.5,0,V,V,V,U,4600.0,Fire-resistive,without,21617,non
H18428,2016,0.5,0,V,N,O,R,9481.0,Ordinary,4,94004,non
H15325,2013,1.0,0,V,N,O,R,850.0,Non-combustible,4,59350,non
H14622,2014,0.5,0,N,V,V,U,562.0,Ordinary,without,92004,oui
H17328,2012,1.0,0,V,N,O,R,960.0,Non-combustible,3,77470,non
H1508,2012,1.0,0,V,N,O,R,1566.0,Non-combustible,7,13204,non
H14018,2012,1.0,0,N,V,V,U,660.0,Non-combustible,without,31186,non
H5906,2012,1.0,0,V,V,V,U,570.0,Non-combustible,without,13207,non
H15054,2013,0.5,0,N,V,V,U,3500.0,Wood-framed,without,6088,non
H320,2016,0.5,0,V,N,O,R,3910.0,Fire-resistive,5,63075,non
H15481,2016,0.5,1,V,N,O,R,2084.0,Fire-resistive,4,44109,oui
H15363,2015,1.0,0,V,N,O,R,300.0,Ordinary,2,92040,non
H1911,2013,1.0,0,V,N,O,R,200.0,Non-combustible,2,83009,non
H4595,2013,1.0,1,V,V,V,U,791.0,Ordinary,without,92004,non
H6564,2015,0.5,1,V,V,V,U,1700.0,Non-combustible,without,44109,non
H1473,2012,1.0,0,V,V,V,U,435.0,Non-combustible,without,21231,non
H17782,2015,0.5,1,V,N,O,R,15000.0,Wood-framed,7,6088,oui
H14185,2014,1.0,0,N,V,V,U,950.0,Non-combustible,without,83107,non
H3079,2016,1.0,1,V,N,O,R,2540.0,Non-combustible,3,29232,non
H1597,2016,0.5,0,V,V,V,U,1724.0,Non-combustible,without,34032,non
H3990,2015,1.0,0,V,V,V,U,1493.0,Fire-resistive,without,22054,non
H5563,2014,1.0,1,V,N,O,R,2080.0,Fire-resistive,3,74056,non
H14233,2012,1.0,0,N,V,V,U,310.0,Fire-resistive,without,87085,oui
H15472,2012,1.0,1,V,N,O,R,1460.0,Wood-framed,6,75116,oui
H5198,2012,1.0,0,V,V,V,U,1300.0,Fire-resistive,without,13047,non
H13002,2012,1.0,0,N,V,V,U,634.0,Fire-resistive,without,91174,non
H18555,2016,0.5,1,V,N,O,R,8382.0,Non-combustible,4,69244,non
H3436,2013,1.0,1,V,N,O,R,500.0,Ordinary,3,33063,non
H18757,2013,1.0,0,V,N,O,R,5200.0,Ordinary,>=10,38185,oui
H17129,2015,1.0,0,V,N,O,R,450.0,Wood-framed,3,6083,non
H725,2012,1.0,0,V,V,V,U,1225.0,Wood-framed,without,6029,oui
H5377,2012,1.0,0,N,V,V,U,550.0,Non-combustible,without,13207,non
H19908,2016,1.0,1,V,N,O,R,1190.0,Fire-resistive,3,74063,non
H1357,2014,1.0,0,N,N,O,R,326.0,Non-combustible,3,38516,non
H2708,2012,1.0,0,V,V,V,U,3752.0,Non-combustible,without,38563,non
H16681,2013,1.0,1,V,N,O,R,2186.0,Ordinary,3,94068,non
H2389,2013,1.0,0,V,V,V,U,1830.0,Ordinary,without,67482,non
H16600,2014,0.5,0,V,N,O,R,1700.0,Wood-framed,9,75116,non
H12865,2015,1.0,1,N,V,V,U,520.0,Fire-resistive,without,74083,non
H15023,2016,0.5,0,N,V,V,U,530.0,Ordinary,without,54395,non
H16438,2015,1.0,0,V,N,O,R,625.0,Fire-resistive,3,84129,oui
H19442,2014,0.5,0,V,N,O,R,300.0,Fire-resistive,2,1305,non
H7028,2016,0.5,1,V,V,V,U,2609.0,Non-combustible,without,83048,non
H2999,2012,0.5,0,V,V,V,U,188.0,Ordinary,without,33063,non
H14712,2013,0.5,0,N,V,V,U,4755.0,Wood-framed,without,6138,oui
H4015,2012,1.0,0,V,V,V,U,1387.0,Fire-resistive,without,73103,oui
